cell_id,weighted_population,historical_density,weighted_housing_units,log_density,log_pop,r_j,cluster_label
211,10.384229486422512,8.653872157067779e-05,5.052197466903398,0.08299715889262503,2.432229019265193,-0.08544460753545559,1
212,7.4272158852972066,0.0003028855254973723,3.210269119326212,0.26458143971486753,2.1314664547482023,0.1663291465416361,1
213,16.526290128553505,8.653872157067779e-05,6.8571625643565275,0.08299715889262503,2.8637020466763445,-0.1861382047133483,1
214,16.526290128530185,3.966358071989399e-05,6.859610910183816,0.03889718074529051,2.863702046675014,-0.2302381828603723,1
215,9.00615691440993,3.786069068717154e-05,3.739890077137801,0.037161566379562375,2.3032005949748253,-0.10116861634664275,1
216,1.121181488593596,1.4423120261779633e-05,0.4656727254361154,0.014320096497260232,0.7519732393870148,0.23800249057587286,7
217,153.86864424639575,0.0002776450650392579,52.828934684981846,0.24501859049574964,5.0425773011501365,-0.5326046118315928,2
218,115.86062601803891,0.00035156355638087854,42.84416209379695,0.3012621121775815,4.760981994103547,-0.4106447125002378,2
219,158.2243976328003,0.0003209144258245968,62.35201460759011,0.2783242435967638,5.07031451313079,-0.5057720392537705,2
220,514.5638956908922,0.0014747640467669674,330.546859285067,0.9061450568364089,6.24526124473988,-0.15215055107504005,6
221,1548.2884434276314,0.0020354628469436507,853.9572405969162,1.110363915995626,7.345551035752604,-0.20470819926771555,6
222,1331.24597142017,0.0011448351707787584,696.752706312613,0.7630627059675841,7.194621497280535,-0.5167867251795846,6
223,2143.2917026339837,0.0033930390415836584,1106.8408393241614,1.480021252180115,7.67056456826902,0.08910017384964175,0
224,3559.49035141261,0.003347966790765597,2012.702770718285,1.4697083314113948,8.177653553521754,-0.039552969298099816,0
225,2530.3752623165315,0.005918887977427817,1130.4867027693597,1.9342550598129526,7.836518015977712,0.5046051420133597,0
226,1254.3607151416763,0.0013034894936583344,403.9664782086461,0.8344251443494997,7.135178232691619,-0.4315519106369421,6
227,261.70338556633226,0.005801700125300857,143.94059678514574,1.9171725993592594,5.571025584184896,1.0162245188569812,5
228,761.181465903234,0.00344532285253261,380.8757154458041,1.4918524990689828,6.636184671564776,0.34232642350978915,5
229,1238.4102900417008,0.0023167136920483537,550.5916312671433,1.198974440908919,7.122390972931577,-0.0640184294321644,6
230,81.21637080085651,0.0009284883668520639,36.51775109366427,0.6567364664219022,4.4093544403940514,0.026889564382382103,3
231,21.961185955625098,0.0003479577763154336,9.549368707280491,0.29859068879139805,3.133805223236949,-0.03357911434895211,3
232,19.77667245517571,0.0001694716630759107,8.60759393717676,0.1565520768006294,3.0338308407588537,-0.15228653398742278,3
233,10.384229486426635,8.293294150523289e-05,5.0486049685614365,0.07967304690070304,2.432229019265555,-0.08876871952746207,1
234,10.384229486365966,6.31011511452859e-05,5.050408823924202,0.061190251131219044,2.432229019260226,-0.1072515152957024,1
235,8.819342925405653,6.850982124345325e-05,4.2823407228356505,0.0662649873524672,2.284354208254524,-0.06766698192327238,1
236,12.826048776009229,0.00015865432287957596,5.331539311580965,0.14725926523718516,2.626554405363605,-0.06653254836913122,1
237,16.526290128513416,0.00019110634346858013,6.857183661173891,0.17488257561346507,2.8637020466740575,-0.09425278799197448,1
