year,cell_id,population,housing_units,occupied_units,owner_occupied,renter_occupied,median_income,total_jobs,low_wage_jobs,mid_wage_jobs,high_wage_jobs,jobs_retail,jobs_transport,jobs_info,jobs_professional,jobs_management,jobs_healthcare,n_commercial,n_industrial,n_institutional,n_other,n_residential,area_commercial,area_industrial,area_institutional,area_other,area_residential,bldg_count,bldg_total_area,bldg_frac_commercial,bldg_frac_industrial,bldg_frac_institutional,bldg_frac_other,bldg_frac_residential,bldg_mix_entropy,bldg_density,log_bldg_count,log_bldg_area,total_road_length,road_segment_count,major_road_length,road_density,log_road_length,zone_frac_commercial,zone_frac_industrial,zone_frac_office,zone_frac_other,zone_frac_residential,zone_frac_special,zone_mix_entropy,log_pop,log_housing,log_jobs,log_income
2024,2,85.2150985915214,38.40601068221447,33.75330013701228,28.311038711412138,5.442261425600142,118924.0,11.617677240141235,2.594238607021829,2.481445624107837,6.541993009011569,0.2537842115564833,0.0,0.05639649145699629,0.05639649145699629,0.3101807030134796,0.22558596582798515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32842.4167845069,11.0,10477.311885127876,0.0019932593347477,10.399506601531415,0.0,0.0,0.0,0.0,1.0,0.0,1.151292546497023e-08,4.456845320005595,3.6739183600546528,2.5350987863015404,11.686248321300482
2025,2,85.2150985915214,38.40601068221447,33.75330013701228,28.311038711412138,5.442261425600142,118924.0,11.617677240141235,2.594238607021829,2.481445624107837,6.541993009011569,0.2537842115564833,0.0,0.05639649145699629,0.05639649145699629,0.3101807030134796,0.22558596582798515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32842.56582283201,11.0,10477.460923452983,0.0019932683801245,10.399511139365831,0.0,0.0,0.0,0.0,1.0,0.0,1.151292546497023e-08,4.456845320005595,3.6739183600546528,2.5350987863015404,11.686248321300482
2022,3,109.60664450875127,46.216450731231824,42.51455500792093,36.86630173936411,5.648253268556821,115000.0,16.753940438489487,3.5492402295661103,3.6255679764384996,9.579132232484879,0.038163873436194734,0.0,0.038163873436194734,0.19081936718097367,0.8777690890324789,1.1067523296496473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19134.87241852824,5.0,0.0,0.0008876013055891,9.859319989636171,0.0,0.0,0.0,0.0,1.0,0.0,1.151292546497023e-08,4.7059801642163395,3.8547423643095393,2.8766074878184593,11.652696102959753
2023,3,110.8660523321457,48.01015278273297,42.667210501665714,35.75954940971447,6.907661091951247,120203.0,15.72351585571223,3.5110763561299154,3.3584208623851364,8.854018637197179,0.34347486092575263,0.0,0.07632774687238947,0.07632774687238947,0.41980260779814205,0.3053109874895579,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3567.991816433511,1624.1521581963198,3.0,5192.143974629831,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.636514175202568,0.0002408458060177,1.3862943611198906,8.555094568210588,23242.07614934825,7.0,0.0,0.0010781204433214,10.053762566636236,0.0,0.0,0.0,0.0,1.0,0.0,1.151292546497023e-08,4.717302194242511,3.892027476295356,2.8168158640028294,11.696945578399765
2024,3,115.33122552418048,51.97919562009723,45.6821565031251,38.316528929939516,7.365627573185583,118924.0,15.72351585571223,3.5110763561299154,3.3584208623851364,8.854018637197179,0.34347486092575263,0.0,0.07632774687238947,0.07632774687238947,0.41980260779814205,0.3053109874895579,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3567.991816433511,1624.1521581963198,3.0,5192.143974629831,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.636514175202568,0.0002408458060177,1.3862943611198906,8.555094568210588,23242.07614934825,7.0,0.0,0.0010781204433214,10.053762566636236,0.0,0.0,0.0,0.0,1.0,0.0,1.151292546497023e-08,4.756441514666852,3.9698993010200434,2.8168158640028294,11.686248321300482
2025,3,115.33122552418048,51.97919562009723,45.6821565031251,38.316528929939516,7.365627573185583,118924.0,15.72351585571223,3.5110763561299154,3.3584208623851364,8.854018637197179,0.34347486092575263,0.0,0.07632774687238947,0.07632774687238947,0.41980260779814205,0.3053109874895579,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3567.991816433511,1624.1521581963198,3.0,5192.143974629831,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.636514175202568,0.0002408458060177,1.3862943611198906,8.555094568210588,23242.07614934825,7.0,0.0,0.0010781204433214,10.053762566636236,0.0,0.0,0.0,0.0,1.0,0.0,1.151292546497023e-08,4.756441514666852,3.9698993010200434,2.8168158640028294,11.686248321300482
2022,4,97.50252031128561,41.112657415378436,37.819570900686685,32.79506776486835,5.024503135818339,115000.0,14.903762679893585,3.157289132642605,3.225187823667177,8.521285723583805,0.033949345512286074,0.0,0.033949345512286074,0.16974672756143036,0.7808349467825797,0.9845310198562961,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2180.2673019269637,17473.338731872234,4.0,19653.6060337992,0.0,0.0,0.0,0.25,0.75,0.5623351515265635,0.0010353564710444,1.6094379124341005,9.886066993584825,43520.36213304481,10.0,0.0,0.0022926626533143,10.681007180053,0.0,0.0,0.0,0.0,0.9323375479574217,0.06766245204257816,0.24755003914275156,4.590082134767309,3.740348346698459,2.766555727763999,11.652696102959753
2023,4,98.62284871319105,42.70827665445588,37.95536828273583,31.81053674501205,6.144831537723779,120203.0,13.987130351061863,3.123339787130319,2.9875424050811743,7.876248158850369,0.30554410961057465,0.0,0.06789869102457215,0.06789869102457215,0.3734428006351468,0.2715947640982886,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,8108.42037048107,17258.250252038088,8.0,25366.67062251916,0.0,0.0,0.0,0.625,0.375,0.6615632450657374,0.0013363220231804,2.1972245773362196,10.14123083215877,46095.710624487416,12.0,0.0,0.002428332602189,10.738496873390996,0.0,0.0,0.0,0.0,0.9323375479574217,0.06766245204257816,0.24755003914275156,4.6013915430322205,3.7775374812953095,2.7071918562337536,11.696945578399765
2024,4,102.59492213812851,46.23900858773363,40.63736657820643,34.08514289433522,6.552223683871212,118924.0,13.987130351061863,3.123339787130319,2.9875424050811743,7.876248158850369,0.30554410961057465,0.0,0.06789869102457215,0.06789869102457215,0.3734428006351468,0.2715947640982886,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,8108.42037048107,17258.250252038088,8.0,25366.67062251916,0.0,0.0,0.0,0.625,0.375,0.6615632450657374,0.0013363220231804,2.1972245773362196,10.14123083215877,46098.53144912698,12.0,0.0,0.0024284812038777,10.738558065139747,0.0,0.0,0.0,0.0,0.9323375479574217,0.06766245204257816,0.24755003914275156,4.640488314513423,3.8552200043971174,2.7071918562337536,11.686248321300482
2025,4,102.59492213812851,46.23900858773363,40.63736657820643,34.08514289433522,6.552223683871212,118924.0,13.987130351061863,3.123339787130319,2.9875424050811743,7.876248158850369,0.30554410961057465,0.0,0.06789869102457215,0.06789869102457215,0.3734428006351468,0.2715947640982886,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,8108.42037048107,17258.250252038088,8.0,25366.67062251916,0.0,0.0,0.0,0.625,0.375,0.6615632450657374,0.0013363220231804,2.1972245773362196,10.14123083215877,46098.53145268786,12.0,0.0,0.0024284812040652,10.73855806521699,0.0,0.0,0.0,0.0,0.9323375479574217,0.06766245204257816,0.24755003914275156,4.640488314513423,3.8552200043971174,2.7071918562337536,11.686248321300482
2022,5,25.29566803685262,10.666105150636673,9.811759816522917,8.508222605710179,1.3035372108127394,115000.0,3.8665732131540045,0.8191145986863836,0.8367299664000692,2.2107286480675516,0.008807683856842835,0.0,0.008807683856842835,0.044038419284214175,0.2025767287073852,0.2554228318484422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.151292546497023e-08,3.2694042121893157,2.456687641717593,1.582390037085231,11.652696102959753
2023,5,25.586321604128436,11.080066291908286,9.84699055195029,8.252799773861737,1.5941907780885531,120203.0,3.628765749019248,0.8103069148295408,0.7750761794021694,2.0433826547875378,0.07926915471158551,0.0,0.01761536771368567,0.01761536771368567,0.09688452242527118,0.07046147085474268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.151292546497023e-08,3.28039685811972,2.4915566802323634,1.5322902556745173,11.696945578399765
2024,5,26.616820615379048,11.996065413019942,10.542797576640874,8.842914592270207,1.699882984370667,118924.0,3.628765749019248,0.8103069148295408,0.7750761794021694,2.0433826547875378,0.07926915471158551,0.0,0.01761536771368567,0.01761536771368567,0.09688452242527118,0.07046147085474268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.151292546497023e-08,3.318425029674587,2.564646651113665,1.5322902556745173,11.686248321300482
2025,5,26.616820615379048,11.996065413019942,10.542797576640874,8.842914592270207,1.699882984370667,118924.0,3.628765749019248,0.8103069148295408,0.7750761794021694,2.0433826547875378,0.07926915471158551,0.0,0.01761536771368567,0.01761536771368567,0.09688452242527118,0.07046147085474268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.151292546497023e-08,3.318425029674587,2.564646651113665,1.5322902556745173,11.686248321300482
2022,6,16.677067402951497,7.032008574155384,6.468751074821715,5.609347879962098,0.8594031948596175,115000.0,2.549175692860622,0.5400303859590839,0.5516439426463761,1.4575013642551622,0.005806778343646064,0.0,0.005806778343646064,0.02903389171823032,0.13355590190385946,0.16839657196573585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25378.032352923132,2.0,25378.032352923132,0.0081080976697341,10.141678614179185,0.0,0.0,0.0,0.0,1.0,0.0,1.151292546497023e-08,2.8722681725776185,2.0834346304482287,1.2667153773307267,11.652696102959753
2023,6,16.868691088291815,7.304927156306749,6.4919781881963,5.440951307996362,1.0510268801999376,120203.0,2.3923926775821784,0.5342236076154379,0.5109964942408537,1.3471725757258868,0.052261005092814575,0.0,0.011613556687292128,0.011613556687292128,0.06387456178010671,0.04645422674916851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24240.1841622171,2.0,24240.1841622171,0.0077445634076891,10.095808290566664,0.0,0.0,0.0,0.0,1.0,0.0,1.151292546497023e-08,2.883050080170385,2.1168489719619816,1.2215354770259468,11.696945578399765
2024,6,17.548084154498405,7.908832104045939,6.950713677344339,5.830005457020649,1.1207082203236904,118924.0,2.3923926775821784,0.5342236076154379,0.5109964942408537,1.3471725757258868,0.052261005092814575,0.0,0.011613556687292128,0.011613556687292128,0.06387456178010671,0.04645422674916851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24240.1841622171,2.0,24240.1841622171,0.0077445634076891,10.095808290566664,0.0,0.0,0.0,0.0,1.0,0.0,1.151292546497023e-08,2.920366503638741,2.1870431559043912,1.2215354770259468,11.686248321300482
2025,6,17.548084154498405,7.908832104045939,6.950713677344339,5.830005457020649,1.1207082203236904,118924.0,2.3923926775821784,0.5342236076154379,0.5109964942408537,1.3471725757258868,0.052261005092814575,0.0,0.011613556687292128,0.011613556687292128,0.06387456178010671,0.04645422674916851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28620.091566602256,3.0,24240.1841622171,0.0091439121249294,10.26189919237622,0.0,0.0,0.0,0.0,1.0,0.0,1.151292546497023e-08,2.920366503638741,2.1870431559043912,1.2215354770259468,11.686248321300482
2022,7,4.1824327335144185,1.761570851968869,1.6220137773358743,1.4080755737317734,0.2139382036041007,117364.5,0.6293773169985077,0.134625516418015,0.1368786566765196,0.35787314390397307,0.008016068836379368,0.0,0.0026575698419472084,0.007674183596521398,0.03569250002613157,0.04109103216813882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20907.793621575416,2.0,18915.06948388848,0.0268643402871143,9.947925096907316,0.0,0.0,0.0,0.0,1.0,0.0,1.151292546497023e-08,1.645274585699794,1.015799667089128,0.488197927721347,11.673048276067776
2023,7,4.211784438137082,1.8176667030087115,1.6177593372746846,1.358138765445842,0.2596205718288429,124857.5,0.5918152581827858,0.13315872413038607,0.1272064994402761,0.33145003461212375,0.014902241380543779,0.0,0.00352897335241703,0.00352897335241703,0.018176048114178327,0.0128400603157557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21114.0705233134,2.0,19121.346385626464,0.0271293846520033,9.957742307325214,0.0,0.0,0.0,0.0,1.0,0.0,1.151292546497023e-08,1.6509222996461892,1.0359091321766027,0.46487503683354814,11.734936375088504
2024,7,4.349206808872816,1.9530318819241017,1.7238545409440431,1.4473979615200003,0.27645657942404284,120876.5,0.5918152581827858,0.13315872413038607,0.1272064994402761,0.33145003461212375,0.014902241380543779,0.0,0.00352897335241703,0.00352897335241703,0.018176048114178327,0.0128400603157557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21100.614216289036,2.0,19107.8900786021,0.0271120946970012,9.957104819679602,0.0,0.0,0.0,0.0,1.0,0.0,1.151292546497023e-08,1.6769482898925387,1.08283239915596,0.46487503683354814,11.702532915064983
2025,7,4.349206808872816,1.9530318819241017,1.7238545409440431,1.4473979615200003,0.27645657942404284,120876.5,0.5918152581827858,0.13315872413038607,0.1272064994402761,0.33145003461212375,0.014902241380543779,0.0,0.00352897335241703,0.00352897335241703,0.018176048114178327,0.0128400603157557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21100.614216289036,2.0,19107.8900786021,0.0271120946970012,9.957104819679602,0.0,0.0,0.0,0.0,1.0,0.0,1.151292546497023e-08,1.6769482898925387,1.08283239915596,0.46487503683354814,11.702532915064983
2022,8,26.510129052886153,11.17819160273159,10.282828608953752,8.916707752467975,1.3661208564857767,115000.0,4.052209837819297,0.8584408084674137,0.8769019011226269,2.3168671282292563,0.009230546327606599,0.0,0.009230546327606599,0.046152731638033,0.21230256553495178,0.2676858435005914,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,5728.120394787919,5249.551748538366,8.0,10977.672143326286,0.0,0.0,0.0,0.75,0.25,0.5623351515265635,0.0019325969281115,2.1972245773362196,9.303709773627112,13862.787220410455,3.0,13459.558876571058,0.0024405155890464,9.53703548364426,0.0,0.0,0.0,0.0,1.0,0.0,1.151292546497023e-08,3.3145542660518394,2.499646778576456,1.619825739219351,11.652696102959753
2023,8,26.81473708169717,11.612027280129102,10.319750794264177,8.649021908967383,1.6707288852967945,120203.0,3.802985086973919,0.8492102621398071,0.8122880768293808,2.141486748004731,0.08307491694845939,0.0,0.018461092655213198,0.018461092655213198,0.1015360096036726,0.07384437062085279,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,5728.120394787919,5249.551748538366,8.0,10977.672143326286,0.0,0.0,0.0,0.75,0.25,0.5623351515265635,0.0019325969281115,2.1972245773362196,9.303709773627112,13862.787220410455,3.0,13459.558876571058,0.0024405155890464,9.53703548364426,0.0,0.0,0.0,0.0,1.0,0.0,1.151292546497023e-08,3.3255659910898867,2.534650904710058,1.5692376177380207,11.696945578399765
2024,8,27.894711002027144,12.572004098200187,11.0489639541451,9.267468512917025,1.7814954412280737,118924.0,3.802985086973919,0.8492102621398071,0.8122880768293808,2.141486748004731,0.08307491694845939,0.0,0.018461092655213198,0.018461092655213198,0.1015360096036726,0.07384437062085279,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,5728.120394787919,5249.551748538366,8.0,10977.672143326286,0.0,0.0,0.0,0.75,0.25,0.5623351515265635,0.0019325969281115,2.1972245773362196,9.303709773627112,13865.043038526066,3.0,13461.81469468667,0.0024409127212529,9.537198183386703,0.0,0.0,0.0,0.0,1.0,0.0,1.151292546497023e-08,3.363658568059477,2.6080091488818695,1.5692376177380207,11.686248321300482
2025,8,27.894711002027144,12.572004098200187,11.0489639541451,9.267468512917025,1.7814954412280737,118924.0,3.802985086973919,0.8492102621398071,0.8122880768293808,2.141486748004731,0.08307491694845939,0.0,0.018461092655213198,0.018461092655213198,0.1015360096036726,0.07384437062085279,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,5728.120394787919,5249.551748538366,8.0,10977.672143326286,0.0,0.0,0.0,0.75,0.25,0.5623351515265635,0.0019325969281115,2.1972245773362196,9.303709773627112,13865.043038526066,3.0,13461.81469468667,0.0024409127212529,9.537198183386703,0.0,0.0,0.0,0.0,1.0,0.0,1.151292546497023e-08,3.363658568059477,2.6080091488818695,1.5692376177380207,11.686248321300482
2022,9,146.53811852466518,61.78887936398661,56.83964625225523,49.28823903023209,7.551407222023137,115000.0,22.399106557217277,4.745141024649674,4.847187068190527,12.806778464377077,0.0510230217704266,0.0,0.0510230217704266,0.255115108852133,1.1735295007198119,1.4796676313423713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55611.75695534642,30.0,32716.28832111236,0.0020210452995455,10.926167895563887,0.0,0.0,0.0,0.0,1.0,0.0,1.151292546497023e-08,4.994086573068116,4.139777977602309,3.1526978403192296,11.652696102959753
2023,9,148.22187824308926,64.18696138719666,57.04373833933694,47.808571398889725,9.235166940447215,120203.0,21.02148496941576,4.6941180028792475,4.490025915797541,11.83734105073897,0.4592071959338394,0.0,0.1020460435408532,0.1020460435408532,0.5612532394746926,0.4081841741634128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55578.02859945913,30.0,32716.28832111236,0.0020198195419205,10.925561225624136,0.0,0.0,0.0,0.0,1.0,0.0,1.151292546497023e-08,5.005434314037529,4.177259470210219,3.092018566323909,11.696945578399765
2024,9,154.19157179022918,69.49335565132102,61.074557059200636,51.22711385750831,9.847443201692334,118924.0,21.02148496941576,4.6941180028792475,4.490025915797541,11.83734105073897,0.4592071959338394,0.0,0.1020460435408532,0.1020460435408532,0.5612532394746926,0.4081841741634128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56039.02271559619,32.0,32714.706030940564,0.0020365730135341,10.933821405796976,0.0,0.0,0.0,0.0,1.0,0.0,1.151292546497023e-08,5.044660300799195,4.255518459296229,3.092018566323909,11.686248321300482
